dataset_version,model,imbalance_method,accuracy,precision,recall,f1-score,pr_auc,threshold,inference_time,inference_time_per_sample,ROC-AUC
robust_scaled,Stacking_ET,"class_weight (RF, SVM, meta-learner)",0.6002358490566038,0.23484848484848486,0.7209302325581395,0.35428571428571426,0.28040530870160224,0.46640362573979416,0.1336371898651123,0.00015759102578433054,0.6832271350174122
robust_scaled,AdaBoost,sample_weight,0.49292452830188677,0.20315581854043394,0.7984496124031008,0.3238993710691824,0.2915841145768802,0.4365800733669104,0.02750110626220703,3.2430549837508293e-05,0.6779495638861036
robust_scaled,Stacking_SVM,"class_weight (RF, SVM, meta-learner)",0.5884433962264151,0.229064039408867,0.7209302325581395,0.34766355140186916,0.2744280764191745,0.4694053838536729,0.15904879570007324,0.00018755754209914298,0.6729954394022706
robust_scaled,XGBoost,scale_pos_weight,0.714622641509434,0.21890547263681592,0.34108527131782945,0.26666666666666666,0.22724550995190773,0.5251216292381287,0.001201629638671875,1.4170160833394753e-06,0.6008452739054025
robust_scaled,LightGBM,class_weight,0.8325471698113207,0.24,0.046511627906976744,0.07792207792207792,0.20722833518846911,0.8868561043906878,0.0022678375244140625,2.6743367033184698e-06,0.5892011945962847
