dataset_version,model,imbalance_method,accuracy,precision,recall,f1-score,pr_auc,threshold,inference_time,inference_time_per_sample,ROC-AUC
standard_scaled,Stacking_ET,"class_weight (RF, SVM, meta-learner)",0.6049528301886793,0.2358974358974359,0.7131782945736435,0.35452793834296725,0.28061378468002257,0.4694728996168048,0.1310441493988037,0.0001545331950457591,0.683173227242833
standard_scaled,AdaBoost,sample_weight,0.49292452830188677,0.20315581854043394,0.7984496124031008,0.3238993710691824,0.2915841145768802,0.4365800733669104,0.027765750885009766,3.274263076062473e-05,0.6779495638861036
standard_scaled,Stacking_SVM,"class_weight (RF, SVM, meta-learner)",0.6686320754716981,0.23793103448275862,0.5348837209302325,0.32935560859188545,0.27263730908101225,0.5338666353432182,0.1610562801361084,0.00018992485865107123,0.6719172839106855
standard_scaled,XGBoost,scale_pos_weight,0.714622641509434,0.21890547263681592,0.34108527131782945,0.26666666666666666,0.22724550995190773,0.5251216292381287,0.0010840892791748047,1.278407168838213e-06,0.6008452739054025
standard_scaled,LightGBM,class_weight,0.7936320754716981,0.23863636363636365,0.16279069767441862,0.1935483870967742,0.21218066829349927,0.6699617339866042,0.0020780563354492188,2.4505381314259657e-06,0.5932119330249809
