accuracy,precision,recall,f1,roc_auc,model,pr_auc,threshold
0.722877358490566,0.26126126126126126,0.4496124031007752,0.33048433048433046,0.6833349505665706,Stacking_ET,0.28069154418818293,0.5776921015336115
0.6544811320754716,0.23885350318471338,0.5813953488372093,0.33860045146726864,0.6779495638861036,AdaBoost,,
0.7535377358490566,0.2727272727272727,0.37209302325581395,0.31475409836065577,0.6710763226272494,Stacking_SVM,0.2751007758842945,0.6140977236026908
0.7181603773584906,0.25,0.4263565891472868,0.3151862464183381,0.6438205517999807,XGBoost,,
0.6851415094339622,0.21951219512195122,0.4186046511627907,0.288,0.6268935105820961,LightGBM,,
