accuracy,precision,recall,f1,roc_auc,model,pr_auc,threshold
0.7193396226415094,0.2577777777777778,0.4496124031007752,0.327683615819209,0.683173227242833,Stacking_ET,0.28061378468002257,0.5763724488172788
0.6544811320754716,0.23885350318471338,0.5813953488372093,0.33860045146726864,0.6779495638861036,AdaBoost,,
0.7311320754716981,0.2608695652173913,0.4186046511627907,0.32142857142857145,0.6719172839106855,Stacking_SVM,0.27263730908101225,0.5968694360940214
0.6639150943396226,0.22916666666666666,0.5116279069767442,0.31654676258992803,0.6564673157162726,LightGBM,,
0.7181603773584906,0.25,0.4263565891472868,0.3151862464183381,0.6438205517999807,XGBoost,,
